[[3, 0, 0, 0], [4, 2, 0, 2], [4, 2, 0, 2], [3, 0, 1, 3]]
         431909 function calls (431762 primitive calls) in 0.230 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       29    0.000    0.000    0.000    0.000 z3printer.py:345(__init__)
    19/10    0.000    0.000    0.000    0.000 z3printer.py:353(space_upto_nl)
    19/10    0.000    0.000    0.001    0.000 z3printer.py:355(flat)
       10    0.000    0.000    0.000    0.000 z3printer.py:357(is_indent)
       10    0.000    0.000    0.000    0.000 z3printer.py:361(__init__)
        8    0.000    0.000    0.000    0.000 z3printer.py:363(is_linebreak)
       80    0.000    0.000    0.000    0.000 z3printer.py:369(flat)
      261    0.000    0.000    0.000    0.000 z3printer.py:373(__init__)
      253    0.000    0.000    0.000    0.000 z3printer.py:376(is_string)
      504    0.000    0.000    0.000    0.000 z3printer.py:380(space_upto_nl)
       10    0.000    0.000    0.000    0.000 z3printer.py:383(fits)
      261    0.000    0.000    0.000    0.000 z3printer.py:387(to_format)
       58    0.000    0.000    0.000    0.000 z3printer.py:396(compose)
       29    0.000    0.000    0.000    0.000 z3printer.py:401(indent)
       10    0.000    0.000    0.001    0.000 z3printer.py:404(group)
       10    0.000    0.000    0.000    0.000 z3printer.py:407(line_break)
      253    0.000    0.000    0.000    0.000 z3printer.py:410(_len)
       10    0.000    0.000    0.000    0.000 z3printer.py:416(seq)
       10    0.000    0.000    0.001    0.000 z3printer.py:443(seq3)
      253    0.000    0.000    0.001    0.000 z3printer.py:460(pp_string)
     20/1    0.000    0.000    0.001    0.001 z3printer.py:470(pp_compose)
     10/1    0.000    0.000    0.001    0.001 z3printer.py:474(pp_choice)
        8    0.000    0.000    0.000    0.000 z3printer.py:481(pp_line_break)
    301/1    0.000    0.000    0.001    0.001 z3printer.py:493(pp)
        1    0.000    0.000    0.001    0.001 z3printer.py:509(__call__)
       81    0.000    0.000    0.001    0.000 z3printer.py:586(pp_int)
       81    0.000    0.000    0.004    0.000 z3printer.py:917(pp_app)
  1102930    0.112    0.000    0.112    0.000 z3types.py:19(from_param)
       81    0.000    0.000    0.000    0.000 z3types.py:27(from_param)
   229900    0.023    0.000    0.023    0.000 z3types.py:31(from_param)
   352282    0.033    0.000    0.033    0.000 z3types.py:39(from_param)
       83    0.000    0.000    0.000    0.000 z3types.py:47(from_param)
      328    0.000    0.000    0.000    0.000 z3types.py:83(from_param)
       81    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
       68    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    3.470    3.470 {built-in method builtins.exec}
      757    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
   237191    0.029    0.000    0.029    0.000 {built-in method builtins.isinstance}
    21748    0.002    0.000    0.002    0.000 {built-in method builtins.len}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
      340    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
       81    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
     9567    0.004    0.000    0.004    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
      269    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}


